id,brand,name
31584,Antlia,Dark Series Luminance 36 mm
34024,SVBony,"SV240 Multi-Narrowband Filter 2"""
34057,Altair,"Ha+OIII ULTRA DualBand 6nm CERTIFIED CMOS 1.25"""
34159,XiMei,Luminance for QHYCCD miniCAM8M
34160,XiMei,Red for QHYCCD miniCAM8M
34161,XiMei,Green for QHYCCD miniCAM8M
34162,XiMei,Blue for QHYCCD miniCAM8M
34163,XiMei,Ha 7nm  for QHYCCD miniCAM8M
34164,XiMei,OIII 7nm for QHYCCD miniCAM8M
34165,XiMei,SII 7nm for QHYCCD miniCAM8M
